id,active,academic_year/id,class_id/id,evaluation_type,division_id/id,divisional,name,obj_mark,optional_for/id,paper,pass_mark,prac_mark,selection_type,display,subj_mark,total_mark,tut_mark,compulsory_for/id,tut_pass,subj_pass,obj_pass,prac_pass,selective_for/id
__export__.education_syllabus_77_a70915e4,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,General,,False,Mathematics Class 6-2019,20,,,33,0,Compulsory,Mathematics,60,100,20,,6,20,7,0,
__export__.education_syllabus_78_aa92af7f,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,General,,False,Rel & Moral Edu Class 6-2019,20,,,33,0,Compulsory,Rel & Moral Edu,60,100,20,,6,20,7,0,
__export__.education_syllabus_79_56075bd0,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,General,,False,Bang & Global Int. Class 6-2019,20,,,33,0,Compulsory,Bang & Global Int.,60,100,20,,6,20,7,0,
__export__.education_syllabus_80_568dff9b,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,General,,False,Gen Science Class 6-2019,20,,,33,0,Compulsory,Gen Science,60,100,20,,6,20,7,0,
__export__.education_syllabus_81_98272ece,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,General,,False,ICT Class 6-2019,25,,,17,0,Compulsory,ICT,25,50,0,,0,8,9,0,
__export__.education_syllabus_82_0ebbb3d5,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,General,,False,Bangla Dictation Class 6-2019,0,,,17,0,Compulsory,Bangla Dictation,50,50,0,,0,17,0,0,
__export__.education_syllabus_83_a9268239,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,General,,False,English Dictation Class 6-2019,0,,,17,0,Compulsory,English Dictation,50,50,0,,0,17,0,0,
__export__.education_syllabus_84_d645d31b,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,General,,False,Agr./ H.Sci Class 6-2019,20,,,33,0,Compulsory,Agr./ H.Sci,60,100,20,,6,20,7,0,
__export__.education_syllabus_85_16b7623f,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,Extra,,False,W.& Life Ori. Edu. Class 6-2019,0,,,17,0,Compulsory,W.& Life Ori. Edu.,50,50,0,,0,17,0,0,
__export__.education_syllabus_86_c3158c4b,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,Extra,,False,Arts & Crafts Class 6-2019,0,,,17,0,Compulsory,Arts & Crafts,50,50,0,,0,17,0,0,
__export__.education_syllabus_87_58ee5991,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,Extra,,False,General KnowledgeClass 6-2019,0,,,17,0,Compulsory,General Knowledge,50,50,0,,0,17,0,0,
__export__.education_syllabus_88_81a01793,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_6_83de9d6c,Extra,,False,Phy. Education Class 6-2019,0,,,17,0,Compulsory,Phy. Education,50,50,0,,0,17,0,0,
__export__.education_syllabus_89_1c802e93,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,General,,False,Bangla-1st Class 7-2019,20,,1st ,33,0,Compulsory,Bangla-1st ,60,100,20,,6,20,7,0,
__export__.education_syllabus_90_29c255b4,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,General,,False,Bangla-2nd Class 7-2019,20,,2nd,17,0,Compulsory,Bangla-2nd,30,50,0,,0,10,7,0,
__export__.education_syllabus_91_1d5643dd,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,General,,False,English-1st Class 7-2019,0,,1st,0,0,Compulsory,English-1st,80,100,20,,0,0,0,0,
__export__.education_syllabus_92_16776607,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,General,,False,English-2nd Class 7-2019,0,,2nd,0,0,Compulsory,English-2nd,50,50,0,,0,0,0,0,
__export__.education_syllabus_93_7848152e,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,General,,False,Mathematics Class 7-2019,20,,,33,0,Compulsory,Mathematics,60,100,20,,6,20,7,0,
__export__.education_syllabus_94_77f8af51,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,General,,False,Rel & Moral Edu Class 7-2019,20,,,33,0,Compulsory,Rel & Moral Edu,60,100,20,,6,20,7,0,
__export__.education_syllabus_95_096b3985,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,General,,False,Bang & Global Int.Class 7-2019,20,,,33,0,Compulsory,Bang & Global Int.,60,100,20,,6,20,7,0,
__export__.education_syllabus_96_564fc786,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,General,,False,Gen Science Class 7-2019,20,,,33,0,Compulsory,Gen Science,60,100,20,,6,20,7,0,
__export__.education_syllabus_97_3c41b0a5,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,General,,False,ICT Class 7-2019,25,,,17,0,Compulsory,ICT,25,50,0,,0,8,9,0,
__export__.education_syllabus_98_cf13cec2,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,General,,False,Bangla Dictation Class 7-2019,0,,,17,0,Compulsory,Bangla Dictation,50,50,0,,0,17,0,0,
__export__.education_syllabus_99_769e350f,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,General,,False,English Dictation Class 7-2019,0,,,17,0,Compulsory,English Dictation,50,50,0,,0,17,0,0,
__export__.education_syllabus_100_7946644e,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,General,,False,Agriculture Class 7-2019,20,,,33,0,Compulsory,Agriculture,60,100,20,,6,20,7,0,
__export__.education_syllabus_101_96912cfd,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,Extra,,False,W.& Life Ori. Edu. Class 7-2019,0,,,17,0,Compulsory,W.& Life Ori. Edu.,50,50,0,,0,17,0,0,
__export__.education_syllabus_102_6dbdc01b,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,Extra,,False,Arts & CraftsClass 7-2019,0,,,17,0,Compulsory,Arts & Crafts,50,50,0,,0,17,0,0,
__export__.education_syllabus_103_b2f2e241,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,Extra,,False,General Knowledge Class 7-2019,0,,,17,0,Compulsory,General Knowledge,50,50,0,,0,17,0,0,
__export__.education_syllabus_104_09a3d86c,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_7_18380dde,Extra,,False,Phy. Education Class 7-2019,0,,,17,0,Compulsory,Phy. Education,50,50,0,,0,17,0,0,
__export__.education_syllabus_105_c01468bf,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_8_6ebe08db,General,,False,Bangla Class 8-2019,30,,,33,0,Compulsory,Bangla,70,100,0,,0,23,10,0,
__export__.education_syllabus_106_97421d68,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_8_6ebe08db,General,,False,English Class 8-2019,0,,,33,0,Compulsory,English,100,100,0,,0,33,0,0,
__export__.education_syllabus_107_2322b745,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_8_6ebe08db,General,,False,Mathematics Class 8-2019,30,,,33,0,Compulsory,Mathematics,70,100,0,,0,23,10,0,
__export__.education_syllabus_108_20937ec6,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_8_6ebe08db,General,,False,Rel & Moral EduClass 8-2019,30,,,33,0,Compulsory,Rel & Moral Edu,70,100,0,,0,23,10,0,
__export__.education_syllabus_109_cc1e9dbc,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_8_6ebe08db,General,,False,Bang & Global Int. Class 8-2019,30,,,33,0,Compulsory,Bang & Global Int.,70,100,0,,0,23,10,0,
__export__.education_syllabus_110_37e44446,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_8_6ebe08db,General,,False,Gen ScienceClass 8-2019,30,,,33,0,Compulsory,Gen Science,70,100,0,,0,23,10,0,
__export__.education_syllabus_111_25ec4e66,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_8_6ebe08db,General,,False,ICTClass 8-2019,25,,,17,0,Compulsory,ICT,25,50,0,,0,8,9,0,
__export__.education_syllabus_112_eadec13f,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_8_6ebe08db,Extra,,False,Agriculture Class 8-2019,0,,,33,40,Compulsory,Agr./H.Sci,60,100,0,,0,20,0,13,
__export__.education_syllabus_113_f06a7ed3,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_8_6ebe08db,Extra,,False,W.& Life Ori. Edu. Class 8-2019,0,,,10,0,Compulsory,W.& Life Ori. Edu.,30,30,0,,0,10,0,0,
__export__.education_syllabus_114_e050bb25,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_8_6ebe08db,Extra,,False,Phy. Edu. & Health Class 8-2019,0,,,10,0,Compulsory,Phy. Edu. & Health,30,30,0,,0,10,0,0,
__export__.education_syllabus_115_4ce946a1,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_8_6ebe08db,Extra,,False,Arts & Crafts Class 8-2019,0,,,10,0,Compulsory,Arts & Crafts,30,30,0,,0,10,0,0,
__export__.education_syllabus_118_e2575893,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data1,True,Bangla-1stClass 9-2019,30,,1st,33,0,Compulsory,Bangla-1st,70,100,0,,0,23,10,0,
__export__.education_syllabus_120_5776911c,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,,False,Bangla-2nd Class 9-2019,30,,2nd ,33,0,Compulsory,Bangla-2nd ,70,100,0,,0,23,10,0,
__export__.education_syllabus_122_4e53973d,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,,False,English-1st Class 9-2019,0,,1st,0,0,Compulsory,English-1st,100,100,0,,0,0,0,0,
__export__.education_syllabus_123_d010ada2,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,,False,English-2nd Class 9-2019,0,,2nd,0,0,Compulsory,English-2nd,100,100,0,,0,0,0,0,
__export__.education_syllabus_124_29107532,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,,False,ICT Class 9-2019,25,,,16,0,Compulsory,ICT,25,50,0,,0,8,8,0,
__export__.education_syllabus_125_d3db3435,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,,False,MathematicsClass 9-2019,30,,,33,0,Compulsory,Mathematics,70,100,0,,0,23,10,0,
__export__.education_syllabus_126_b67d37b7,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,,False,Rel & Moral Edu Class 9-2019,30,,,33,0,Compulsory,Rel & Moral Edu,70,100,0,,0,23,10,0,
__export__.education_syllabus_127_7c554a3f,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data1,True,Bang & Global Int.Class 9-2019,30,,,33,0,Compulsory,Bang & Global Int.,70,100,0,,0,23,10,0,
__export__.education_syllabus_128_d738f8ed,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data1,True,Physics Class 9-2019,20,,,34,10,Compulsory,Physics ,50,100,20,,7,17,7,3,
__export__.education_syllabus_129_5e7d30da,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data1,True,Chemistry Class 9-2019,20,,,34,10,Compulsory,Chemistry,50,100,20,,7,17,7,3,
__export__.education_syllabus_130_d49d82bf,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data1,True,H. Math Class 9-2019,20,,,34,10,Elective,H. Math,50,100,20,,7,17,7,3,
__export__.education_syllabus_132_1a91e34d,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,Extra,,False,Phy. Edu. & Health Class 9-2019,0,,,33,0,Compulsory,Phy. Edu. & Health,100,100,0,,0,33,0,0,
__export__.education_syllabus_133_df68026e,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,Extra,,False,Career EducationClass 9-2019,0,,,17,0,Compulsory,Career Education,50,50,0,,0,17,0,0,
__export__.education_syllabus_134_95f44f4d,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data2,False,Gen Science Class 9-2019,20,,,34,0,Elective,Gen Science,60,100,20,,7,20,7,0,
__export__.education_syllabus_135_993434c6,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data2,True,Accounting Class 9-2019,20,,,34,0,Compulsory,Accounting,60,100,20,,7,20,7,0,
__export__.education_syllabus_136_c939d850,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data2,True,Business Ent.Class 9-2019,20,,,34,0,Compulsory,Business Ent.,60,100,20,,7,20,7,0,
__export__.education_syllabus_137_d156e3fc,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data2,True,Finance & Banking Class 9-2019,20,,,34,0,Compulsory,Finance & Banking,60,100,20,,7,20,7,0,
__export__.education_syllabus_138_82432d6c,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data2,False,Home ScienceClass 9-2019,20,,,34,10,Elective,Home Science,50,100,20,,7,17,7,3,
__export__.education_syllabus_139_bb7e16c6,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data2,False,Arts & Crafts Class 9-2019,20,,,34,10,Elective,Arts & Crafts,50,100,20,,7,17,7,3,
__export__.education_syllabus_140_3ffa3737,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data3,True,Economics Class 9-2019,20,,,34,0,Compulsory,Economics,60,100,20,,7,20,7,0,
__export__.education_syllabus_141_96e79ad4,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data3,True,HB & Glb CP. Class 9-2019,20,,,34,0,Compulsory,HB & Glb CP.,60,100,20,,7,20,7,0,
__export__.education_syllabus_142_eed26fb8,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data3,True,Geography Class 9-2019,20,,,34,0,Compulsory,Geography,60,100,20,,7,20,7,0,
__export__.education_syllabus_143_23363f11,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,,False,Bangla-1st Class 10-2019,30,,1st,33,0,Compulsory,Bangla-1st,70,100,0,,0,23,10,0,
__export__.education_syllabus_144_0f1ef1c0,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,,False,Bangla-2nd Class 10-2019,30,,2nd ,33,0,Compulsory,Bangla-2nd ,70,100,0,,0,23,10,0,
__export__.education_syllabus_145_4a766b18,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,,False,English-1stClass 10-2019,0,,1st,0,0,Compulsory,English-1st,100,100,0,,0,0,0,0,
__export__.education_syllabus_146_15427235,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,,False,English-2ndClass 10-2019,0,,2nd,0,0,Compulsory,English-2nd,100,100,0,,0,0,0,0,
__export__.education_syllabus_147_b735bc86,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,,False,ICTClass 10-2019,25,,,17,0,Compulsory,ICT,25,50,0,,0,8,8,0,
__export__.education_syllabus_148_55314b13,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,,False,MathematicsClass 10-2019,30,,,33,0,Compulsory,Mathematics,70,100,0,,0,23,10,0,
__export__.education_syllabus_149_842b970f,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,,False,Rel & Moral EduClass 10-2019,30,,,33,0,Compulsory,Rel & Moral Edu,70,100,0,,0,23,10,0,
__export__.education_syllabus_150_22e9421a,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data1,True,Bang & Global Int.Class 10-2019,30,,,33,0,Compulsory,Bang & Global Int.,70,100,0,,0,23,10,0,
__export__.education_syllabus_151_d733aefe,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data1,True,Physics Class 10-2019,20,,,34,10,Compulsory,Physics ,50,100,20,,7,17,7,3,
__export__.education_syllabus_152_67d3cd3a,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data1,True,Chemistry Class 10-2019,20,,,34,10,Compulsory,Chemistry,50,100,20,,7,17,7,3,
__export__.education_syllabus_153_30743217,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data1,True,H. MathClass 10-2019,20,,,34,10,Elective,H. Math,50,100,20,,7,17,7,3,
__export__.education_syllabus_154_5f916d57,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,Extra,,False,Phy. Edu. & Health Class 10-2019,0,,,33,0,Compulsory,Phy. Edu. & Health,100,100,0,,0,33,0,0,
__export__.education_syllabus_155_1ca805f1,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,Extra,,False,Career EducationClass 10-2019,0,,,17,0,Compulsory,Career Education,50,50,0,,0,17,0,0,
__export__.education_syllabus_156_cb488bc0,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,,False,Gen ScienceClass 10-2019,20,,,34,0,Elective,Gen Science,60,100,20,,7,20,7,0,
__export__.education_syllabus_157_11a716d8,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data2,True,Accounting Class 10-2019,20,,,34,0,Compulsory,Accounting,60,100,20,,7,20,7,0,
__export__.education_syllabus_158_9834fd27,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data2,True,Business Ent.Class 10-2019,20,,,34,0,Compulsory,Business Ent.,60,100,20,,7,20,7,0,
__export__.education_syllabus_159_813a7399,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data2,True,Finance & BankingClass 10-2019,20,,,34,0,Compulsory,Finance & Banking,60,100,20,,7,20,7,0,
__export__.education_syllabus_160_f9794a67,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,,False,Home ScienceClass 10-2019,20,,,34,10,Elective,Home Science,50,100,20,,7,17,7,3,
__export__.education_syllabus_161_ce0e470b,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,,False,Arts & CraftsClass 10-2019,20,,,34,10,Elective,Arts & Crafts,50,100,20,,7,17,7,3,
__export__.education_syllabus_162_9e75335f,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data3,True,EconomicsClass 10-2019,20,,,34,0,Compulsory,Economics,60,100,20,,7,20,7,0,
__export__.education_syllabus_163_99dc1f50,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data3,True,HB & Glb CP.Class 10-2019,20,,,34,0,Compulsory,HB & Glb CP.,60,100,20,,7,20,7,0,
__export__.education_syllabus_164_27ca5920,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data3,True,GeographyClass 10-2019,20,,,34,0,Compulsory,Geography,60,100,20,,7,20,7,0,
__export__.education_syllabus_165_64a3a872,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_10_d6bd3867,General,education_core.division_data1,True,Biology Class 10-2019,20,,,34,10,Elective,Biology,50,100,20,,7,17,7,3,
__export__.education_syllabus_166_f9ea41fb,True,__export__.education_academic_year_4_bba79d68,__export__.education_class_9_b36d5076,General,education_core.division_data1,False,BiologyClass 9-2019,20,,,34,10,Elective,Biology,50,100,20,,7,17,7,3,
